timestamp,dateofrequest,inquirytype,howcontacted,researchtype,servicetimeminutes,datecompleted
2023-02-16 14:19:42,2023-02-16,City Government Department,Email,Vital records,5,2023-02-16
2023-02-16 14:24:43,2023-02-16,Public,Email,General historical research,5,2023-02-16
2023-02-16 14:53:27,2023-02-16,Public,Email,Graduate academic research,10,2023-02-16
2023-02-17 8:48:57,2023-02-16,Public,Email,General historical research,5,2023-02-17
2023-02-17 10:33:39,2023-02-16,Public,Email,Transcript request/Education verification,5,2023-02-17
2023-02-17 10:40:32,2023-02-17,Public,Email,Genealogy,10,2023-02-17
2023-02-17 11:56:52,2023-02-16,City Government Department,Email,General historical research,60,2023-02-17
2023-02-17 11:57:38,2023-02-16,Public,Email,Graduate academic research,5,2023-02-17
2023-02-17 14:30:40,2023-02-16,Public,Email,Graduate academic research,20,2023-02-17
2023-02-17 15:16:48,2023-02-17,City Government Department,Email,General historical research,70,2023-02-17
2023-02-17 15:24:03,2023-02-17,Public,In Person,Construction/House History research,180,2023-02-17
2023-02-17 15:26:12,2023-02-17,Public,In Person,"Journalism (newspaper, magazine, television, web news source)",120,2023-02-17
2023-02-17 15:26:34,2023-02-16,City Government Department,Email,Construction/House History research,60,2023-02-17
2023-02-17 15:43:19,2023-02-17,Public,Email,Film (documentary or feature),10,2023-02-17
2023-02-17 15:43:44,2023-02-14,Public,Email,Construction/House History research,30,2023-02-17
2023-02-17 15:44:55,2023-02-14,Public,Email,Construction/House History research,60,2023-02-17
2023-02-17 15:54:48,2023-02-14,Public,Email,Construction/House History research,60,2023-02-17
2023-02-17 15:54:50,2023-02-14,Public,Email,Film (documentary or feature),5,2023-02-17
2023-02-17 16:28:11,2023-02-17,Public,In Person,General historical research,200,2023-02-17
2023-02-17 16:29:01,2023-02-17,Public,In Person,General historical research,200,2023-02-17
2023-02-21 9:19:23,2023-02-19,Public,Email,Construction/House History research,5,2023-02-21
2023-02-21 10:51:11,2023-02-17,Public,Email,Genealogy,10,2023-02-21
2023-02-21 11:25:10,2023-02-17,Public,Email,Genealogy,15,2023-02-21
2023-02-21 11:27:51,2023-02-17,Public,Email,Graduate academic research,60,2023-02-21
2023-02-21 11:30:03,2023-02-17,Public,Email,General historical research,15,2023-02-21
2023-02-21 13:16:36,2023-02-15,Public,Email,"Book, academic article, or digital humanities project",15,2023-02-21
2023-02-21 13:24:23,2023-02-17,Public,Email,Genealogy,5,2023-02-21
2023-02-21 13:41:13,2023-02-21,Public,Email,General historical research,10,2023-02-21
2023-02-21 14:06:48,2023-02-17,Public,Email,Genealogy,15,2023-02-21
2023-02-21 14:17:17,2023-02-21,Public,Email,Graduate academic research,5,2023-02-21
2023-02-21 15:35:12,2023-02-17,Public,Email,Genealogy,45,2023-02-21
2023-02-21 15:45:42,2023-02-21,Public,In Person,Construction/House History research,110,2023-02-21
2023-02-21 16:01:38,2023-02-21,Public,Telephone,Other,5,2023-02-21
2023-02-21 16:37:29,2023-02-21,Public,In Person,Construction/House History research,75,2023-02-21
2023-02-22 11:14:22,2023-02-22,City Government Department,Email,General historical research,10,2023-02-22
2023-02-22 11:15:30,2023-02-22,City Government Department,In Person,Legal research,90,2023-02-22
2023-02-22 12:08:37,2023-02-16,Public,Email,Construction/House History research,20,2023-02-22
2023-02-22 12:36:05,2023-02-22,Public,Email,"Book, academic article, or digital humanities project",5,2023-02-22
2023-02-22 13:37:02,2023-02-21,Public,Social Media,General historical research,15,2023-02-22
2023-02-22 14:19:39,2023-02-22,Public,In Person,General historical research,80,2023-02-22
2023-02-22 14:31:27,2023-02-20,Public,Email,Film (documentary or feature),30,2023-02-22
2023-02-22 15:26:17,2023-02-22,City Government Department,Email,Legal research,20,2023-02-22
2023-02-22 15:29:08,2023-02-22,Public,Telephone,Genealogy,20,2023-02-22
2023-02-22 15:31:49,2023-02-22,Public,Email,General historical research,30,2023-02-22
2023-02-23 9:51:23,2023-02-22,City Government Department,Email,General historical research,15,2023-02-22
2023-02-23 10:50:38,2023-02-22,Public,Email,Graduate academic research,10,2023-02-23
2023-02-23 10:58:00,2023-02-22,Public,Email,General historical research,5,2023-02-23
2023-02-23 11:27:51,2023-02-23,City Government Department,Email,Vital records,10,2023-02-23
2023-02-23 11:38:38,2023-02-23,City Government Department,Email,Vital records,10,2023-02-23
2023-02-23 11:46:28,2023-02-23,Public,In Person,Construction/House History research,120,2023-02-23
2023-02-23 12:39:00,2023-02-23,City Government Department,Telephone,General historical research,20,2023-02-23
2023-02-23 15:15:33,2023-02-17,City Government Department,Email,General historical research,20,2023-02-23
2023-02-23 15:16:33,2023-02-23,Public,Telephone,Other,5,2023-02-23
2023-02-23 15:24:29,2023-02-23,City Government Department,Email,Construction/House History research,20,2023-02-23
2023-02-24 9:52:57,2023-02-24,Public,Email,Construction/House History research,40,2023-02-24
2023-02-24 10:04:05,2023-02-07,Public,Email,General historical research,140,2023-02-24
2023-02-24 11:21:22,2023-02-24,Public,Email,Genealogy,20,2023-02-24
2023-02-24 13:50:55,2023-02-22,City Government Department,Email,Legal research,60,2023-02-24
2023-02-24 13:51:51,2023-02-24,Public,Email,General historical research,30,2023-02-24
2023-02-24 13:55:28,2023-02-24,Public,Email,General historical research,30,2023-02-24
2023-02-24 14:21:50,2023-02-23,Public,Email,General historical research,20,2023-02-24
2023-02-24 14:25:02,2023-02-20,Public,Email,Environmental/Hazardous materials research,20,2023-02-24
2023-02-24 14:27:56,2023-02-21,Public,Email,General historical research,5,2023-02-24
2023-02-24 14:35:16,2023-02-23,Public,Email,Construction/House History research,20,2023-02-24
2023-02-24 14:51:44,2023-02-24,Public,Telephone,Transcript request/Education verification,5,2023-02-24
2023-02-24 15:34:14,2023-02-22,Public,Email,Construction/House History research,20,2023-02-24
2023-02-24 15:42:03,2023-02-15,Public,Email,Construction/House History research,105,2023-02-24
2023-02-24 15:47:03,2023-02-21,Public,Email,Construction/House History research,75,2023-02-24
2023-02-24 15:54:57,2023-02-23,Public,Email,Construction/House History research,60,2023-02-24
2023-02-24 16:13:19,2023-02-23,Public,Email,Land Use research,10,2023-02-24
2023-02-27 9:12:40,2023-02-27,Public,Email,Undergraduate academic research,10,2023-02-27
2023-02-27 9:48:01,2023-02-24,Public,Email,Land Use research,10,2023-02-24
2023-02-27 12:00:27,2023-02-27,City Government Department,Email,Construction/House History research,10,2023-02-27
2023-02-27 13:40:11,2023-02-27,City Government Department,Email,Construction/House History research,,2023-02-27
2023-02-27 13:41:42,2023-02-27,Public,Email,Transcript request/Education verification,5,2023-02-27
2023-02-27 13:44:29,2023-02-27,Public,Email,General historical research,5,2023-02-27
2023-02-27 13:45:34,2023-02-27,Public,Email,Construction/House History research,5,2023-02-27
2023-02-28 10:10:45,2023-02-28,Public,Telephone,Legal research,10,2023-02-28
2023-02-28 11:20:57,2023-02-13,Public,Email,General historical research,70,2023-02-28
2023-02-28 12:34:34,2023-02-24,City Government Department,Email,General historical research,45,2023-02-28
2023-02-28 12:44:32,2023-02-28,Public,Email,Graduate academic research,20,2023-02-28
2023-02-28 15:09:14,2023-02-24,Public,Email,General historical research,5,2023-02-28
2023-02-28 15:17:38,2023-02-27,City Government Department,Email,Legal research,45,2023-02-28
2023-02-28 15:43:59,2023-02-28,Public,Email,Construction/House History research,5,2023-02-28
2023-02-28 15:50:35,2023-02-28,Public,Email,Graduate academic research,25,2023-02-28
2023-03-01 10:52:22,2023-03-01,Public,In Person,Construction/House History research,25,2023-03-01
2023-03-01 13:02:44,2023-03-01,Public,Email,"Book, academic article, or digital humanities project",150,2023-03-01
2023-03-01 14:28:48,2023-03-01,Public,Email,Construction/House History research,,2023-03-01
2023-03-01 15:33:56,2023-03-01,City Government Department,Email,Legal research,30,2023-03-01
2023-03-01 15:42:01,2023-03-01,City Government Department,Email,General historical research,10,2023-03-01
2023-03-01 16:09:52,2023-03-01,Public,Email,"Book, academic article, or digital humanities project",10,2023-03-01
2023-03-02 9:27:03,2023-02-23,Public,Email,Construction/House History research,45,2023-03-02
2023-03-02 9:30:21,2023-02-24,Public,Email,Construction/House History research,20,2023-03-02
2023-03-02 9:30:56,2023-02-24,Public,Email,Construction/House History research,30,2023-03-02
2023-03-02 9:32:11,2023-02-25,Public,Email,Construction/House History research,60,2023-03-02
2023-03-02 13:33:47,2023-03-01,City Government Department,Email,Legal research,120,2023-03-02
2023-03-03 9:57:52,2023-03-03,City Government Department,In Person,General historical research,5,2023-03-03
2023-03-03 13:06:20,2023-03-03,Public,Telephone,Genealogy,5,2023-03-03
2023-03-03 13:07:04,2023-03-03,Public,Email,Construction/House History research,5,2023-03-03
2023-03-03 13:07:45,2023-03-03,Public,In Person,Construction/House History research,90,2023-03-03
2023-03-03 13:20:19,2023-03-03,Public,Telephone,General historical research,5,2023-03-03
2023-03-03 15:09:43,2023-03-03,Public,Telephone,Transcript request/Education verification,5,2023-03-03
2023-03-03 15:17:53,2023-03-03,Public,Email,Construction/House History research,,2023-03-03
2023-03-03 15:37:01,2023-03-03,Public,Email,Transcript request/Education verification,5,2023-03-03
2023-03-06 9:57:04,2023-03-03,Public,Email,General historical research,15,2023-03-06
2023-03-06 10:37:04,2023-03-06,Public,Telephone,General historical research,5,2023-03-06
2023-03-06 13:54:44,2023-03-06,Public,Telephone,General historical research,5,2023-03-06
2023-03-06 15:27:48,2023-03-06,Public,Email,"Journalism (newspaper, magazine, television, web news source)",10,2023-03-06
2023-03-06 15:28:49,2023-03-06,Public,Email,"Book, academic article, or digital humanities project",10,2023-03-06
2023-03-06 15:33:52,2023-03-06,Public,Email,Graduate academic research,5,2023-03-06
2023-03-06 15:37:19,2023-03-01,Public,Email,Construction/House History research,20,2023-03-06
2023-03-06 15:54:21,2023-03-02,Public,Email,Construction/House History research,10,2023-03-06
2023-03-07 9:17:43,2023-03-06,Public,Email,Construction/House History research,5,2023-03-06
2023-03-07 9:18:25,2023-03-06,Public,Email,Construction/House History research,5,2023-03-07
2023-03-07 10:53:16,2023-03-07,Public,Telephone,Construction/House History research,5,2023-03-07
2023-03-07 10:53:55,2023-03-07,Public,Telephone,Construction/House History research,5,2023-03-07
2023-03-07 15:04:09,2023-03-02,Public,Email,Construction/House History research,20,2023-03-07
2023-03-07 15:09:23,2023-03-02,Public,Email,Construction/House History research,40,2023-03-07
2023-03-07 15:15:04,2023-03-03,Public,Email,Construction/House History research,45,2023-03-07
2023-03-07 15:18:16,2023-03-07,Public,Email,Construction/House History research,5,2023-03-07
2023-03-07 15:34:40,2023-03-07,Public,Email,Construction/House History research,5,2023-03-07
2023-03-07 16:38:52,2023-03-02,Public,Email,Graduate academic research,15,2023-03-07
2023-03-07 16:43:31,2023-03-06,Public,Email,Other,5,2023-03-07
2023-03-08 10:17:10,2023-03-03,Public,Email,Genealogy,20,2023-03-08
2023-03-08 10:52:04,2023-03-08,Public,In Person,Construction/House History research,60,2023-03-08
2023-03-08 15:41:39,2023-03-08,Public,Telephone,Other,15,2023-03-08
2023-03-08 15:42:24,2023-03-07,Public,,General historical research,60,2023-03-08
2023-03-08 15:58:57,2023-03-02,Public,Email,Graduate academic research,15,2023-03-07
2023-03-09 10:10:56,2023-03-06,Public,Email,Construction/House History research,20,2023-03-09
2023-03-09 10:12:49,2023-03-07,Public,Email,Construction/House History research,35,2023-03-09
2023-03-09 10:18:31,2023-03-07,Public,Email,Transcript request/Education verification,5,2023-03-09
2023-03-09 10:59:58,2023-03-07,Public,Email,Genealogy,15,2023-03-09
2023-03-09 12:26:42,2023-03-08,Public,Telephone,Other,15,2023-03-09
2023-03-09 13:44:16,2023-03-09,Public,Email,General historical research,5,2023-03-09
2023-03-09 14:42:32,2023-03-09,Public,Telephone,"Journalism (newspaper, magazine, television, web news source)",60,2023-03-09
2023-03-09 15:57:34,2023-03-09,City Government Department,Email,General historical research,45,2023-03-09
2023-03-09 15:58:36,2023-03-09,City Government Department,Email,General historical research,20,2023-03-09
2023-03-09 16:45:23,2023-03-02,Public,Email,Graduate academic research,5,2023-03-07
2023-03-10 8:59:24,2023-03-05,Public,Email,Genealogy,120,2023-03-10
2023-03-10 9:04:57,2023-03-06,Public,Email,"Journalism (newspaper, magazine, television, web news source)",90,2023-03-10
2023-03-10 9:10:41,2023-03-08,Public,Email,Genealogy,100,2023-03-10
2023-03-10 10:56:32,2023-03-10,Public,Email,Graduate academic research,30,2023-03-10
2023-03-13 10:31:23,2023-03-13,Public,Email,Genealogy,10,2023-03-13
2023-03-14 11:06:49,2023-03-14,Public,Telephone,Vital records,5,2023-03-14
2023-03-14 11:08:24,2023-03-14,Public,Email,"Journalism (newspaper, magazine, television, web news source)",5,2023-03-14
2023-03-14 11:09:30,2023-03-13,Public,Email,Vital records,5,2023-03-14
2023-03-14 12:43:41,2023-03-08,Public,Email,Graduate academic research,5,2023-03-14
2023-03-14 12:58:48,2023-03-09,Public,Email,Construction/House History research,15,2023-03-14
2023-03-14 15:12:33,2023-03-14,Public,In Person,Graduate academic research,300,2023-03-14
2023-03-14 16:14:12,2023-03-14,City Government Department,Email,Legal research,30,2023-03-14
2023-03-15 9:55:49,2023-03-15,Public,Email,Other,5,2023-03-15
2023-03-15 9:57:20,2023-03-15,Public,Email,General historical research,10,2023-03-15
2023-03-15 10:10:15,2023-03-15,Public,Email,Other,10,2023-03-15
2023-03-15 10:44:21,2023-03-15,Public,Email,Graduate academic research,5,2023-03-15
2023-03-15 10:47:14,2023-03-14,City Government Department,Email,Construction/House History research,10,2023-03-15
2023-03-15 10:49:55,2023-03-13,Public,Email,Construction/House History research,5,2023-03-14
2023-03-15 11:13:05,2023-03-14,Public,Telephone,Other,10,2023-03-15
2023-03-15 11:42:15,2023-03-09,Public,Email,Construction/House History research,25,2023-03-15
2023-03-15 11:47:23,2023-03-15,Public,Telephone,Construction/House History research,5,2023-03-15
2023-03-15 11:48:20,2023-03-15,Public,Telephone,Construction/House History research,5,2023-03-15
2023-03-15 11:53:06,2023-03-14,Public,Email,Vital records,5,2023-03-15
2023-03-15 14:22:47,2023-03-09,Public,Email,Genealogy,30,2023-03-15
2023-03-15 16:16:53,2023-03-15,City Government Department,Email,Construction/House History research,10,2023-03-15
2023-03-15 16:22:21,2023-03-09,Public,Email,Construction/House History research,30,2023-03-15
2023-03-16 12:45:13,2023-03-16,Public,Email,Construction/House History research,5,2023-03-16
2023-03-16 12:46:23,2023-03-16,Public,Email,Construction/House History research,5,2023-03-16
2023-03-16 15:14:21,2023-03-16,City Government Department,Email,Construction/House History research,120,2023-03-16
2023-03-17 9:57:21,2023-03-17,Public,Email,Construction/House History research,30,2023-03-17
